;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN RAFAEL;74499 JC;;;;;MAN;;;20;PRE;Edificio;;;23-may-08;6;23-nov-08;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN SILVESTRE;35308 JC;;;;;MAN;;18:00;10;POST;Edificio;;;13-mar-03;3;13-jun-03;DIC;0,00;60;X;60;X;60;X;60;;60;;60;;60;;60;;60;;60;;60;;60;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANABRIA  (av. America);35290 JC;;;;;MAN;;16:00;12;POST;Edificio;;;9-jul-98;3;9-oct-98;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANABRIA  (UMSS);76562 JC;;;;;MAN;;9:00;11;PRE;Edificio;;;1-dic-08;3;1-mar-09;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ANA   A;79509 JC;;;;;MAN;;;18;PRE;Edificio;;;13-jul-09;3;13-oct-09;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ANA   B;79510 JC;;;;;MAN;;;18;PRE;Edificio;;;13-jul-09;3;13-oct-09;;;100;X;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA CATALINA;13518 JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA CECILIA;05973 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA FE - A;00361 JC;;;;;MAN;;;15;POST;;;;23-feb-12;3;23-may-12;DIC;0,00;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA FE - B;00360 JC;;;;;MAN;;;15;POST;;;;23-feb-12;3;23-may-12;DIC;0,00;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA MARIA;76568 JC;;;;;MAN;;;15;POST;Edificio;;;3-feb-09;6;3-ago-09;DIC;0,00;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA III A;88594 JC;;;;;MAN;;;5;PRE;;;;20-ago-10;3;20-nov-10;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA III B;88355 JC;;;;;MAN;;;5;PRE;;30/03/2009;14/05/2010;20-may-10;3;20-ago-10;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA III C;88356 JC;;;;;MAN;;;5;PRE;;30/03/2009;20/05/2010;20-may-10;3;20-ago-10;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA III D;88595 JC;;;;;MAN;;;5;PRE;;;;6-oct-10;3;6-ene-11;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA ROSA III E;88596 JC;;;;;MAN;;;5;PRE;;;;28-ene-11;3;28-abr-11;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA TERESA ;03047 JC;;;;;GRA;;;;;;;;9-abr-13;3;9-jul-13;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;defina forma de pago;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTA TERESA (BLANCO GALINDO);;;;;;IMP;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTIAGO;62879 JC;;;;;MAN;;;15;PRE;;;;10-jul-09;3;10-oct-09;;;55;X;55;X;55;X;55;X;55;;55;;55;;55;;55;;55;;55;;55;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTIAGO - A  CICLOVIA ;00859 JC;;;;;MAN;;;15;POST;;;;1-ago-12;3;1-nov-12;NOV+DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTIAGO - B CICLOVIA;00860 JC;;;;;MAN;;;15;POST;;;;1-ago-12;3;1-nov-12;NOV+DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANTIAGO DE COMPOSTELA;;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEJAS;11395 JC;;;;;GRA;;;;;;27-mar-13;27-mar-13;28-mar-13;3;28-jun-13;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;defina forma de pago;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SELEME;87638 JC;;;;;MAN;;;15;POST;;;;21-may-12;3;21-ago-12;DIC;0,00;60;X;60;--;60;--;60;--;60;;60;;60;;60;;60;;60;;60;;60;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEÑOR DE MAYO III;58248 JC;;;;;MAN;;9:30;10;POST;Edificio;;;1-mar-05;6;1-sep-05;DIC;0,00;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERENGUETI;67548 JC;;;;;MAN;;;2;POST;Edificio;;;9-mar-07;6;9-sep-07;DIC;0,00;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEVILLA;62881 JC;;;;;MAN;;9:00;11;POST;Edificio;;;20-dic-06;6;20-jun-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHACHELLY;62190 JC;;;;;MAN;;;18;POST;Edificio;;;4-mar-09;3;4-jun-09;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHOPPING DEL HOGAR;40952  JC;;;;;PPC;;;;;;;;9-sep-00;7;9-abr-01;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIRAH ;94396 JC;;;;;MAN;;;25;POST;;;;19-abr-11;3;19-jul-11;DIC;0,00;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SISTECO    A;40821 JC;;;;;MAN;;;16;POST;Oficina;;;17-abr-00;3;17-jul-00;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SISTECO    B;40822 JC;;;;;MAN;;;16;POST;Oficina;;;17-abr-00;3;17-jul-00;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOFIA   A;63700 JC;;;;;MAN;;14:30;16;POST;Edificio;;;3-ago-06;5;3-ene-07;DIC;0,00;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOFIA   B;63701 JC;;;;;MAN;;14:30;16;POST;Edificio;;;3-ago-06;5;3-ene-07;DIC;0,00;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOL DE GRECIA;92277 JC;;;;;MAN;;;21;POST;;;;1-jul-11;5;1-dic-11;DIC;0,00;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;70;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLES DEL NORTE  A;08002JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLES DEL NORTE  B;08003JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAIS  A;80927 JC;;;;;MAN;;;18;POST;;;;2-mar-10;3;2-jun-10;DIC;0,00;85;X;85;X;85;X;85;;85;;85;;85;;85;;85;;85;;85;;85;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAIS  B;80928 JC;;;;;MAN;;;18;POST;;;;2-mar-10;3;2-jun-10;DIC;0,00;85;X;85;X;85;X;85;;85;;85;;85;;85;;85;;85;;85;;85;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAJAMAR - A;00225 JC;;;;;MAN;;;11;POST;;;;18-oct-11;3;18-ene-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAJAMAR - B;00226 JC;;;;;MAN;;;11;POST;;;;18-oct-11;3;18-ene-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TARIJA -A;04073 JC;;;;;MAN;;;20;POST;;;;24-feb-12;4;24-jun-12;DIC;0,00;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TARIJA -B;04074 JC;;;;;MAN;;;20;POST;;;;24-feb-12;4;24-jun-12;DIC;0,00;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELA DE PLATA;12685 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRA;89898 JC;;;;;MAN;;;15;PRE;;;;12-abr-11;3;12-jul-11;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRADO  A;03127 JC;;;;;NEG;;;15;PRE;;;;30-nov-12;3;28-feb-13;;;$;--;$;--;120;;120;;120;;120;;120;;120;;120;;120;;120;;120;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRADO  B;03128 JC;;;;;NEG;;;15;PRE;;;;30-nov-12;3;28-feb-13;;;$;--;$;--;120;;120;;120;;120;;120;;120;;120;;120;;120;;120;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRADO OF;06872 JC;;;;;NEG;;;15;PRE;;;;30-nov-12;3;28-feb-13;;;$;--;$;--;120;;120;;120;;120;;120;;120;;120;;120;;120;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRANOVA A;10202 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TERRANOVA B;10203 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGO ;35213JC;;;;;MAN;;17:00;1 AL 20;POST;Edificio;;;11-feb-98;6;11-ago-98;DIC;0,00;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TITAN   A;77237 JC;;;;;MAN;;;19;POST;;;;6-mar-09;6;6-sep-09;DIC;0,00;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TITAN   B;77238 JC;;;;;MAN;;;19;POST;;;;29-jul-09;6;29-ene-10;DIC;0,00;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-3;;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE ALAMEDA;10231 JC;;;;;NEG;;;15;PRE;;;;1-feb-13;3;1-may-13;;;$;--;$;--;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;100;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE I;A-2796/100;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE II;A-2796/101;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE III;A-2796/102;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE IV;A-2796/103;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-A;03948 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-B;03949 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-C;03950 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-D;03951 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-E;03952 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-F;03953 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-G;03954 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AMERICA NORTE-H;03955 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AREGON;13370 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AVANTE A=EX MARINA;04647 JC;;;;;NEG;;;15;PRE;;9-ago-12;30-ene-13;30-ene-13;3;30-abr-13;;;$;--;$;--;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;100;;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AVANTE B = EX MARINA;04648 JC;;;;;GRA;;;15;PRE;;9-ago-12;30-ene-13;21-feb-13;3;21-may-13;;;$;--;$;--;$;--;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AZUL-A;74885 JC;;;;;MAN;;;18;POST;;;;29-dic-10;6;29-jun-11;NOV+DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE AZUL-B;74886 JC;;;;;MAN;;;18;POST;;;;7-abr-10;6;7-oct-10;NOV+DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE BERLIN;85798 JC;;;;;CRI;;;31;POST;;;;14-ene-10;3;14-abr-10;OCT+NOV+DIC;160,00;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;80;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE CABA;79448 JC;;;;;MAN;;;16;PRE;OFICINA;;;10-ago-09;3;10-nov-09;;;90;X;90;X;90;X;90;X;90;;90;;90;;90;;90;;90;;90;;90;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE DUBLIN;00841 JC;;;;;MAN;;;14;POST;;;;25-nov-11;3;25-feb-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE EZENI;12853 JC;;;;;EOF;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE MADRID;91228 JC;;;;;CRI;;;23;POST;;;;1-oct-11;3;1-ene-12;OCT+NOV+DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE MONACO;;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE NORTE DEP. A;84629 JC;;;;;MAN;;;17;POST;OFICINA ;;;25-nov-10;3;25-feb-11;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE NORTE DEP. B;84631 JC;;;;;MAN;;;17;POST;OFICINA ;;;25-nov-10;3;25-feb-11;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE NORTE OF.  A;84628 JC;;;;;MAN;;;17;POST;;;;3-feb-11;3;3-may-11;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE NORTE OF.  B;84632 JC;;;;;MAN;;;17;POST;;;;3-feb-11;3;3-may-11;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE NORTE SERV.;84630 JC;;;;;MAN;;;17;POST;;;;25-oct-10;3;25-ene-11;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE PESCARA  A;;;;;;IMP;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE PESCARA  B;;;;;;IMP;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE PESCARA OF;;;;;;IMP;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE PORTALES -A;05311 JC;;;;;MAN;;;15;POST;;;;26-oct-12;3;26-ene-13;;;$;--;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;120;;-2;Contrato Firmado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE PORTALES -B;05312 JC;;;;;MAN;;;15;POST;;;;26-oct-12;3;26-ene-13;;;$;--;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;120;;-2;Contrato Firmado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE RIOSINHO;12234 JC;;;;;GRA;;;;;;;;27-mar-13;3;27-jun-13;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;defina forma de pago;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE SOCH= EXEDUARDO CABA ;94536 JC;;;;;MAN;;;5;PRE;;;;14-dic-11;6;14-jun-12;;;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;70;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE VERSALLES-A;07951 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRE VERSALLES-B;07952 JC;;;;;FA II;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES;60260 JC;;;;;PER;;;;;;;;;;;;;;;;;-;;-;;-;;-;;-;--;-;--;-;--;;--;;--;;--;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES BARCELÓ;03679 JC;;;;;MAN;;;20;PRE;;;;1-mar-12;3;1-jun-12;DIC;0,00;70;X;70;X;70;X;70;X;70;;70;;70;;70;;70;;70;;70;;70;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES BARCELO TORRE II;10233 JC;;;;;GRA;;;15;PRE;;25-ene-13;18-feb-13;20-feb-13;3;20-may-13;;;$;--;$;--;$;--;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES DE AMERICA   A;65229 JC;;;;;MAN;;;16;POST;Edificio;;;1-mar-07;8;1-nov-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES DE AMERICA   B;65230 JC;;;;;MAN;;;16;POST;Edificio;;;1-mar-07;8;1-nov-07;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES DEL NORTE = EX ILLANES;00354 JC;;;;;MAN;;;16;POST;;;;20-oct-11;3;20-ene-12;DIC;0,00;100;X;100;X;100;X;100;;100;;100;;100;;100;;100;;100;;100;;100;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES MORGANA ;76460 JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES RIVERO NORTE A;89940 JC;;;;;MAN;;;25;POST;;;;1-abr-11;3;1-jul-11;J+J+A+S+O+N+D;1080,00;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES RIVERO NORTE B;89941 JC;;;;;MAN;;;25;POST;;;;1-abr-11;3;1-jul-11;J+J+A+S+O+N+D;1080,00;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES RIVERO SUD A;89942 JC;;;;;MAN;;;25;POST;;;;1-abr-11;3;1-jul-11;J+J+A+S+O+N+D;1080,00;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRES RIVERO SUD B;89943 JC;;;;;MAN;;;25;POST;;;;1-abr-11;3;1-jul-11;J+J+A+S+O+N+D;1080,00;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;90;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TORRICO;06122 JC;;;;;NEG;;;15;PRE;;;;11-sep-12;6;11-mar-13;;;$;--;$;--;100;;100;;100;;100;;100;;100;;100;;100;;100;;100;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOSCANA;70250 JC;;;;;MAN;;;8;PRE;oficina ;;;13-dic-07;3;13-mar-08;;;80;X;80;X;80;X;80;X;80;;80;;80;;80;;80;;80;;80;;80;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRIAL;06146 JC;;;;;EOB;;;;;;;;;;;;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;;fecha acta entrega?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UCB   A;75856 JC;;;;;MAN;;;10;POST;edificio ;;;22-oct-09;3;22-ene-10;DIC;0,00;100;X;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;120;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UCB   B;75857 JC;;;;;MAN;;;10;POST;edificio ;;;22-oct-09;3;22-ene-10;DIC;0,00;100;X;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;120;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UCB   C;75858 JC;;;;;MAN;;;10;POST;edificio ;;;22-oct-09;3;22-ene-10;DIC;0,00;100;X;120;X;120;X;120;;120;;120;;120;;120;;120;;120;;120;;120;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
